Unnamed: 0,Unnamed: 1,INKAR 2022 – Indikatorenübersicht:   Raumbeobachtung Deutschland,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
13102,18807,Erreichbarkeit von Flughäfen,Durchschn. Pkw-Fahrzeit zum nächsten internationalen Flughafen in Deutschland in Minuten,Pkw-Fahrzeit zum nächsten internationalen Flughafen in Minuten <Zeitpunkt>,Es handelt sich um den flächengewichteten Durchschnittswert der Pkw-Fahrtzeiten zum zeitnächsten internationalen Verkehrsflughafen. Die Erreichbarkeitsberechnungen des motorisierten Individualverkehrs basieren auf Routensuchen in einem Straßennetzmodell. Die Ermittlung der für Straßentypen zugrunde gelegten Pkw-Geschwindigkeiten erfolgt in Abhängigkeit von Ausbaustand sowie siedlungsstrukturellen und topographischen Gegebenheiten.,Erreichbarkeitsmodell des BBSR,x,,2021,2021
13103,18808,Erreichbarkeit von IC/EC/ICE-Bahnhöfen,Durchschn. Pkw-Fahrzeit zum nächsten IC/ICE-Bahnhof in Minuten,Pkw-Fahrzeit zum nächsten Bahnhof (Fernverkehr) in Minuten <Zeitpunkt>,"Es handelt sich um den flächengewichteten Durchschnittswert der Pkw-Fahrtzeiten zum IC-, EC- oder ICE-Haltepunkt. Bei den ausgewählten Bahnhöfen handelt es sich um alle IC-, EC- und ICE-Systemhalte der DB AG, selbst diejenigen in denen eine Bedienung nur durch einzelne Züge erfolgt. Die Erreichbarkeitsberechnungen des motorisierten Individualverkehrs basieren auf Routensuchen in einem Straßennetzmodell. Die Ermittlung der für Straßentypen zugrunde gelegten Pkw-Geschwindigkeiten erfolgt in Abhängigkeit von Ausbaustand sowie siedlungsstrukturellen und topographischen Gegebenheiten.",Erreichbarkeitsmodell des BBSR,x,,2021,2021
13104,18811,Erreichbarkeit von Oberzentren,Durchschn. Pkw-Fahrzeit zum nächsten Oberzentrum in Minuten,Pkw-Fahrzeit zum nächsten Oberzentrum in Minuten <Zeitpunkt>,Es handelt sich um den flächengewichteten Durchschnittswert der Pkw-Fahrtzeiten zum zeitnächsten Oberzentrum. Die Erreichbarkeitsberechnungen des motorisierten Individualverkehrs basieren auf Routensuchen in einem Straßennetzmodell. Die Ermittlung der für Straßentypen zugrunde gelegten Pkw-Geschwindigkeiten erfolgt in Abhängigkeit von Ausbaustand sowie siedlungsstrukturellen und topographischen Gegebenheiten.,Erreichbarkeitsmodell des BBSR,x,,2021,2021
13105,18810,Erreichbarkeit von Mittelzentren,Durchschn. Pkw-Fahrzeit zum nächsten Mittel- oder Oberzentrum in Minuten,Pkw-Fahrzeit zum nächsten Mittelzentrum oder Oberzentrum in Minuten <Zeitpunkt>,Es handelt sich um den flächengewichteten Durchschnittswert der Pkw-Fahrtzeiten aller Verbandsgemeinden eines Kreises zum zeitnächsten Oberzentrum oder Mittelzentrum. Die Erreichbarkeitsberechnungen des motorisierten Individualverkehrs basieren auf Routensuchen in einem Straßennetzmodell. Die Ermittlung der für Straßentypen zugrunde gelegten Pkw-Geschwindigkeiten erfolgt in Abhängigkeit von Ausbaustand sowie siedlungsstrukturellen und topographischen Gegebenheiten.,Erreichbarkeitsmodell des BBSR,x,,2021,2021
13106,6326,Nahversorgung Supermärkte Durchschnittsdistanz,Einwohnergewichtete Luftliniendistanz zum nächsten Supermarkt oder Discounter,Luftlinie zum nächsten Supermarkt <Zeitpunkt>,Indikator zur fußläufigen Erreichbarkeit vom nächsten Supermärkten oder Discounter. Enthält die einwohnergewichtete Luftliniendistanzen und den Einwohneranteil im Nahbereich. Der Nahbereich ist mit max. 1000m Luftliniendistanz definiert. Als Datengrundlage dienen adressgenaue Standortdaten von Infrastruktureinrichtungen sowie ein Messpunktgitter mit kleinräumig geschätzten Einwohnerzahlen im Abstand von 100m. Bei der Luftlinienermittlung dienen Gewässerflächen des ATKIS Basis DLM als Barrieren. Brücken und Unterführungen (Straße) sind als Unterbrechungen der Barriere berücksichtigt. Die Luftlinien sind anhand der Einwohnerzahlen am Messpunktgitter auf Gemeinden und weitere Raumbezüge aggregiert (einwohnergewichtete Luftliniendistanz). Der Einwohneranteil im Nahbereich errechnet sich aus der Summe der Einwohnerzahlen im Messpunktgitter bei Distanzwerten bis max. 1000m im Verhältnis zur Gesamtbevölkerung der Gemeinde. Weitere Informationen siehe BBSR Analysen KOMPAKT 10/2015. Standortdaten sind teils lückenhaft. Die Anzahl Geschäfte unter 400m² Verkaufsfläche liegt deutlich unter Angabe des Deutschen Lebensmitteleinzelhandelsverbands. Nicht für Rankings oder kleinräumige Vergleiche geeignet.,"Nahversorgungsmodell des BBSR, TradeDimensions/The Nielsen Company (2017), infas360 (kleinräumige Bevölkerungszahlen Stand 2016)",x,,2021,2021
13107,7786,Nahversorgung Supermärkte Anteil der Bev. 1km Radius,Anteil Einwohner mit max. 1000m Luftliniendistanz zum nächsten Supermarkt oder Discounter,Bevölkerung im 1km Radius zum nächsten Supermarkt <Zeitpunkt> / E <Zeitpunkt> x 100,Indikator zur fußläufigen Erreichbarkeit vom nächsten Supermärkten oder Discounter. Enthält die einwohnergewichtete Luftliniendistanzen und den Einwohneranteil im Nahbereich. Der Nahbereich ist mit max. 1000m Luftliniendistanz definiert. Als Datengrundlage dienen adressgenaue Standortdaten von Infrastruktureinrichtungen sowie ein Messpunktgitter mit kleinräumig geschätzten Einwohnerzahlen im Abstand von 100m. Bei der Luftlinienermittlung dienen Gewässerflächen des ATKIS Basis DLM als Barrieren. Brücken und Unterführungen (Straße) sind als Unterbrechungen der Barriere berücksichtigt. Die Luftlinien sind anhand der Einwohnerzahlen am Messpunktgitter auf Gemeinden und weitere Raumbezüge aggregiert (einwohnergewichtete Luftliniendistanz). Der Einwohneranteil im Nahbereich errechnet sich aus der Summe der Einwohnerzahlen im Messpunktgitter bei Distanzwerten bis max. 1000m im Verhältnis zur Gesamtbevölkerung der Gemeinde. Weitere Informationen siehe BBSR Analysen KOMPAKT 10/2015. Standortdaten sind teils lückenhaft. Die Anzahl Geschäfte unter 400m² Verkaufsfläche liegt deutlich unter Angabe des Deutschen Lebensmitteleinzelhandelsverbands. Nicht für Rankings oder kleinräumige Vergleiche geeignet.,"Nahversorgungsmodell des BBSR, TradeDimensions/The Nielsen Company (2017), infas360 (kleinräumige Bevölkerungszahlen Stand 2016)",x,,2021,2021
13108,6328,Nahversorgung Apotheken Durchschnittsdistanz,Einwohnergewichtete Luftliniendistanz zur nächsten Apotheke,Luftlinie zur nächsten Apotheke <Zeitpunkt>,Indikator zur fußläufigen Erreichbarkeit der nächsten Apotheke. Enthält die einwohnergewichtete Luftliniendistanzen und den Einwohneranteil im Nahbereich. Der Nahbereich ist mit max. 1000m Luftliniendistanz definiert. Als Datengrundlage dienen adressgenaue Standortdaten von Infrastruktureinrichtungen sowie ein Messpunktgitter mit kleinräumig geschätzten Einwohnerzahlen im Abstand von 100m. Bei der Luftlinienermittlung dienen Gewässerflächen des ATKIS Basis DLM als Barrieren. Brücken und Unterführungen (Straße) sind als Unterbrechungen der Barriere berücksichtigt. Die Luftlinien sind anhand der Einwohnerzahlen am Messpunktgitter auf Gemeinden und weitere Raumbezüge aggregiert (einwohnergewichtete Luftliniendistanz). Der Einwohneranteil im Nahbereich errechnet sich aus der Summe der Einwohnerzahlen im Messpunktgitter bei Distanzwerten bis max. 1000m im Verhältnis zur Gesamtbevölkerung der Gemeinde. Weitere Informationen siehe BBSR Analysen KOMPAKT 10/2015. Standortdaten sind teils lückenhaft. Nicht für Rankings oder kleinräumige Vergleiche geeignet.,"Nahversorgungsmodell des BBSR, Adressendiscount (2017), infas360 (kleinräumige Bevölkerungszahlen Stand 2016)",x,,2021,2021
13109,7792,Nahversorgung Apotheken Anteil der Bev. 1km Radius,Anteil Einwohner mit max. 1000m Luftliniendistanz zur nächsten Apotheke,Bevölkerung im 1km Radius zur nächsten Apotheke <Zeitpunkt> / E <Zeitpunkt> x 100,Indikator zur fußläufigen Erreichbarkeit der nächsten Apotheke. Enthält die einwohnergewichtete Luftliniendistanzen und den Einwohneranteil im Nahbereich. Der Nahbereich ist mit max. 1000m Luftliniendistanz definiert. Als Datengrundlage dienen adressgenaue Standortdaten von Infrastruktureinrichtungen sowie ein Messpunktgitter mit kleinräumig geschätzten Einwohnerzahlen im Abstand von 100m. Bei der Luftlinienermittlung dienen Gewässerflächen des ATKIS Basis DLM als Barrieren. Brücken und Unterführungen (Straße) sind als Unterbrechungen der Barriere berücksichtigt. Die Luftlinien sind anhand der Einwohnerzahlen am Messpunktgitter auf Gemeinden und weitere Raumbezüge aggregiert (einwohnergewichtete Luftliniendistanz). Der Einwohneranteil im Nahbereich errechnet sich aus der Summe der Einwohnerzahlen im Messpunktgitter bei Distanzwerten bis max. 1000m im Verhältnis zur Gesamtbevölkerung der Gemeinde. Weitere Informationen siehe BBSR Analysen KOMPAKT 10/2015. Standortdaten sind teils lückenhaft. Nicht für Rankings oder kleinräumige Vergleiche geeignet.,"Nahversorgungsmodell des BBSR, Adressendiscount (2017), infas360 (kleinräumige Bevölkerungszahlen Stand 2016)",x,,2021,2021
13110,6329,Nahversorgung Grundschulen Durchschnittsdistanz,Einwohnergewichtete Luftliniendistanz zur nächsten Grundschule,Luftlinie zur nächsten Grundschule <Zeitpunkt>,"Indikator zur fußläufigen Erreichbarkeit der nächsten Grundschule. Enthält die einwohnergewichtete Luftliniendistanzen und den Einwohneranteil im Nahbereich. Der Nahbereich ist mit max. 1000m Luftliniendistanz definiert. Als Datengrundlage dienen adressgenaue Standortdaten von Infrastruktureinrichtungen sowie ein Messpunktgitter mit kleinräumig geschätzten Einwohnerzahlen im Abstand von 100m. Bei der Luftlinienermittlung dienen Gewässerflächen des ATKIS Basis DLM als Barrieren. Brücken und Unterführungen (Straße) sind als Unterbrechungen der Barriere berücksichtigt. Die Luftlinien sind anhand der Einwohnerzahlen am Messpunktgitter auf Gemeinden und weitere Raumbezüge aggregiert (einwohnergewichtete Luftliniendistanz). Der Einwohneranteil im Nahbereich errechnet sich aus der Summe der Einwohnerzahlen im Messpunktgitter bei Distanzwerten bis max. 1000m im Verhältnis zur Gesamtbevölkerung der Gemeinde. Weitere Informationen siehe BBSR Analysen KOMPAKT 10/2015. Die Daten beruhen je nach Bundesland auf Verzeichnissen verschiedener, nachfolgender Schuljahre. Standortdaten sind teils lückenhaft. Nicht für Rankings oder kleinräumige Vergleiche geeignet.","Nahversorgungsmodell des BBSR, Standortdaten aus Schulverzeichnissen der Länder/POI Bund (BKG), infas360 (kleinräumige Bevölkerungszahlen Stand 2016)",x,,2021,2021
13111,7789,Nahversorgung Grundschulen Anteil der Bev. 1km Radius,Anteil Einwohner mit max. 1000m Luftliniendistanz zur nächsten Grundschule,Bevölkerung im 1km Radius zur nächsten Grundschule <Zeitpunkt> / E <Zeitpunkt> x 100,"Indikator zur fußläufigen Erreichbarkeit der nächsten Grundschule. Enthält die einwohnergewichtete Luftliniendistanzen und den Einwohneranteil im Nahbereich. Der Nahbereich ist mit max. 1000m Luftliniendistanz definiert. Als Datengrundlage dienen adressgenaue Standortdaten von Infrastruktureinrichtungen sowie ein Messpunktgitter mit kleinräumig geschätzten Einwohnerzahlen im Abstand von 100m. Bei der Luftlinienermittlung dienen Gewässerflächen des ATKIS Basis DLM als Barrieren. Brücken und Unterführungen (Straße) sind als Unterbrechungen der Barriere berücksichtigt. Die Luftlinien sind anhand der Einwohnerzahlen am Messpunktgitter auf Gemeinden und weitere Raumbezüge aggregiert (einwohnergewichtete Luftliniendistanz). Der Einwohneranteil im Nahbereich errechnet sich aus der Summe der Einwohnerzahlen im Messpunktgitter bei Distanzwerten bis max. 1000m im Verhältnis zur Gesamtbevölkerung der Gemeinde. Weitere Informationen siehe BBSR Analysen KOMPAKT 10/2015. Die Daten beruhen je nach Bundesland auf Verzeichnissen verschiedener, nachfolgender Schuljahre. Standortdaten sind teils lückenhaft. Nicht für Rankings oder kleinräumige Vergleiche geeignet.","Nahversorgungsmodell des BBSR, Standortdaten aus Schulverzeichnissen der Länder/POI Bund (BKG), infas360 (kleinräumige Bevölkerungszahlen Stand 2016)",x,,2021,2021
13112,8750,Nahversorgung Haltestellen des ÖV Durchschnittsdistanz,Einwohnergewichtete Luftliniendistanz zur nächsten Haltestelle des ÖV mit mind. 20 Abfahrten am Tag,Luftlinie zur nächsten ÖV-Haltestelle  <Zeitpunkt>,Indikator zur fußläufigen Erreichbarkeit der nächsten Haltestelle des öffentlichen Verkehrs. Enthält die einwohnergewichtete Luftliniendistanzen und den Einwohneranteil im Nahbereich. Der Nahbereich ist mit max. 1000m Luftliniendistanz definiert. Als Datengrundlage dienen adressgenaue Standortdaten von Infrastruktureinrichtungen sowie ein Messpunktgitter mit kleinräumig geschätzten Einwohnerzahlen im Abstand von 100m. Bei der Luftlinienermittlung dienen Gewässerflächen des ATKIS Basis DLM als Barrieren. Brücken und Unterführungen (Straße) sind als Unterbrechungen der Barriere berücksichtigt. Die Luftlinien sind anhand der Einwohnerzahlen am Messpunktgitter auf Gemeinden und weitere Raumbezüge aggregiert (einwohnergewichtete Luftliniendistanz). Der Einwohneranteil im Nahbereich errechnet sich aus der Summe der Einwohnerzahlen im Messpunktgitter bei Distanzwerten bis max. 1000m im Verhältnis zur Gesamtbevölkerung der Gemeinde. Weitere Informationen siehe BBSR Analysen KOMPAKT 10/2015. Haltepunkte nach Fahrplanabfrage der HaCon Ingenieurgesellschaft mbH. Betrachtet wurden hier nur Haltestellen mit mind. 20 Abfahrten an einem Wochentag.,"Nahversorgungsmodell des BBSR, HaCon Ingenieurgesellschaft mbH, infas360 (kleinräumige Bevölkerungszahlen Stand 2016)",x,,2020,2020
13113,8753,Nahversorgung Haltestellen des ÖV Anteil der Bev. 1km Radius,Anteil Einwohner mit max. 1000m Luftliniendistanz zur nächsten Haltestelle des ÖV mit mind. 20 Abfahrten am Tag,Bevölkerung im 1km Radius zur nächsten ÖV-Haltestelle <Zeitpunkt> / E <Zeitpunkt> x 100,Indikator zur fußläufigen Erreichbarkeit der nächsten Haltestelle des öffentlichen Verkehrs. Enthält die einwohnergewichtete Luftliniendistanzen und den Einwohneranteil im Nahbereich. Der Nahbereich ist mit max. 1000m Luftliniendistanz definiert. Als Datengrundlage dienen adressgenaue Standortdaten von Infrastruktureinrichtungen sowie ein Messpunktgitter mit kleinräumig geschätzten Einwohnerzahlen im Abstand von 100m. Bei der Luftlinienermittlung dienen Gewässerflächen des ATKIS Basis DLM als Barrieren. Brücken und Unterführungen (Straße) sind als Unterbrechungen der Barriere berücksichtigt. Die Luftlinien sind anhand der Einwohnerzahlen am Messpunktgitter auf Gemeinden und weitere Raumbezüge aggregiert (einwohnergewichtete Luftliniendistanz). Der Einwohneranteil im Nahbereich errechnet sich aus der Summe der Einwohnerzahlen im Messpunktgitter bei Distanzwerten bis max. 1000m im Verhältnis zur Gesamtbevölkerung der Gemeinde. Weitere Informationen siehe BBSR Analysen KOMPAKT 10/2015. Haltepunkte nach Fahrplanabfrage der HaCon Ingenieurgesellschaft mbH. Betrachtet wurden hier nur Haltestellen mit mind. 20 Abfahrten an einem Wochentag.,"Nahversorgungsmodell des BBSR, HaCon Ingenieurgesellschaft mbH, infas360 (kleinräumige Bevölkerungszahlen Stand 2016)",x,,2020,2020
,,Verkehr und Erreichbarkeit - Straßenverkehr,,,,,,,,
13201,16566,Pkw-Dichte,Pkw je 1.000 Einwohner,Pkw <Zeitpunkt> / E <Zeitpunkt> x 1.000,"Die Zahl der Personenkraftwagen je 1.000 Einwohner, die zum Zeitpunkt der Zählung am 01.01. eines jeden Jahres mit einem amtlichen Kennzeichen zum Verkehr zugelassen und im Zentralen Fahrzeugregister des Kraftfahrtbundesamtes gespeichert sind. Personenkraftwagen sind Kraftfahrzeuge zur Personenbeförderung mit mindestens vier Rädern und mit höchstens acht Sitzplätzen außer dem Fahrersitz. Wohnmobile, Krankenwagen, Bestattungswagen und beschussgeschützte Fahrzeuge zählen seit 2005 ebenfalls zu den Personenkraftwagen. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik des Kraftfahrzeugbestandes des Bundes und der Länder,,x,,1995-2020
13202,17972,Pkw Elektro (BEV),Anteil Elektrofahrzeuge (BEV) am Pkw-Bestand in %,Pkw Elektro <Zeitpunkt> / Pkw <Zeitpunkt> x 100,"Der Anteil von reinen Elektrofahrzeugen (also ohne Plug-In-Hybriden) an allen Personenkraftwagen. Personenkraftwagen die zum Zeitpunkt der Zählung am 01.01. eines jeden Jahres mit einem amtlichen Kennzeichen zum Verkehr zugelassen und im Zentralen Fahrzeugregister des Kraftfahrtbundesamtes gespeichert sind. Personenkraftwagen sind Kraftfahrzeuge zur Personenbeförderung mit mindestens vier Rädern und mit höchstens acht Sitzplätzen außer dem Fahrersitz. Wohnmobile, Krankenwagen, Bestattungswagen und beschussgeschützte Fahrzeuge zählen seit 2005 ebenfalls zu den Personenkraftwagen.",Statistik des Kraftfahrzeugbestandes des Bundes und der Länder,,x,,2020-2021
13203,17987,Pkw Hybrid insgesamt,Anteil von Hybridfahrzeugen am Pkw-Bestand in %,Pkw Hybrid <Zeitpunkt> / Pkw <Zeitpunkt> x 100,"Der Anteil von Hybridfahrzeugen (also inkl. Plug-In-Hybriden) an allen Personenkraftwagen. Personenkraftwagen die zum Zeitpunkt der Zählung am 01.01. eines jeden Jahres mit einem amtlichen Kennzeichen zum Verkehr zugelassen und im Zentralen Fahrzeugregister des Kraftfahrtbundesamtes gespeichert sind. Personenkraftwagen sind Kraftfahrzeuge zur Personenbeförderung mit mindestens vier Rädern und mit höchstens acht Sitzplätzen außer dem Fahrersitz. Wohnmobile, Krankenwagen, Bestattungswagen und beschussgeschützte Fahrzeuge zählen seit 2005 ebenfalls zu den Personenkraftwagen.",Statistik des Kraftfahrzeugbestandes des Bundes und der Länder,,x,,2020-2021
13204,17988,Pkw Plug-In-Hybrid (PHEV),Anteil von Plug-In-Hybriden (PHEV) am Pkw-Bestand in %,Pkw PHEV <Zeitpunkt> / Pkw <Zeitpunkt> x 100,"Der Anteil von Plug-In-Hybriden an allen Personenkraftwagen. Personenkraftwagen die zum Zeitpunkt der Zählung am 01.01. eines jeden Jahres mit einem amtlichen Kennzeichen zum Verkehr zugelassen und im Zentralen Fahrzeugregister des Kraftfahrtbundesamtes gespeichert sind. Personenkraftwagen sind Kraftfahrzeuge zur Personenbeförderung mit mindestens vier Rädern und mit höchstens acht Sitzplätzen außer dem Fahrersitz. Wohnmobile, Krankenwagen, Bestattungswagen und beschussgeschützte Fahrzeuge zählen seit 2005 ebenfalls zu den Personenkraftwagen.",Statistik des Kraftfahrzeugbestandes des Bundes und der Länder,,x,,2020-2021
13205,17989,Pkw Benzin,Anteil von Benzinfahrzeugen am Pkw-Bestand in %,Pkw Benzin <Zeitpunkt> / Pkw <Zeitpunkt> x 100,"Der Anteil von benzinbetriebenen Pkw an allen Personenkraftwagen. Personenkraftwagen die zum Zeitpunkt der Zählung am 01.01. eines jeden Jahres mit einem amtlichen Kennzeichen zum Verkehr zugelassen und im Zentralen Fahrzeugregister des Kraftfahrtbundesamtes gespeichert sind. Personenkraftwagen sind Kraftfahrzeuge zur Personenbeförderung mit mindestens vier Rädern und mit höchstens acht Sitzplätzen außer dem Fahrersitz. Wohnmobile, Krankenwagen, Bestattungswagen und beschussgeschützte Fahrzeuge zählen seit 2005 ebenfalls zu den Personenkraftwagen.",Statistik des Kraftfahrzeugbestandes des Bundes und der Länder,,x,,2020-2021
13206,17986,Pkw Diesel,Anteil von Dieselfahrzeugen am Pkw-Bestand in %,Pkw Diesel <Zeitpunkt> / Pkw <Zeitpunkt> x 100,"Der Anteil von Dieselfahrzeugen an allen Personenkraftwagen. Personenkraftwagen die zum Zeitpunkt der Zählung am 01.01. eines jeden Jahres mit einem amtlichen Kennzeichen zum Verkehr zugelassen und im Zentralen Fahrzeugregister des Kraftfahrtbundesamtes gespeichert sind. Personenkraftwagen sind Kraftfahrzeuge zur Personenbeförderung mit mindestens vier Rädern und mit höchstens acht Sitzplätzen außer dem Fahrersitz. Wohnmobile, Krankenwagen, Bestattungswagen und beschussgeschützte Fahrzeuge zählen seit 2005 ebenfalls zu den Personenkraftwagen.",Statistik des Kraftfahrzeugbestandes des Bundes und der Länder,,x,,2020-2021
13207,17990,Pkw Gas,Anteil von Gasfahrzeugen am Pkw-Bestand in %,Pkw Gas <Zeitpunkt> / Pkw <Zeitpunkt> x 100,"Der Anteil von gasbetriebenen Pkw an allen Personenkraftwagen. Personenkraftwagen die zum Zeitpunkt der Zählung am 01.01. eines jeden Jahres mit einem amtlichen Kennzeichen zum Verkehr zugelassen und im Zentralen Fahrzeugregister des Kraftfahrtbundesamtes gespeichert sind. Personenkraftwagen sind Kraftfahrzeuge zur Personenbeförderung mit mindestens vier Rädern und mit höchstens acht Sitzplätzen außer dem Fahrersitz. Wohnmobile, Krankenwagen, Bestattungswagen und beschussgeschützte Fahrzeuge zählen seit 2005 ebenfalls zu den Personenkraftwagen.",Statistik des Kraftfahrzeugbestandes des Bundes und der Länder,,x,,2020-2021
13208,17962,Ladepunkte je 100.000 Einwohner,Öffentlich zugängliche Ladepunkte für Elektrofahrzeuge je 100.000 Einwohner,Öffentliche Ladepunkte <Zeitpunkt> / E <Zeitpunkt> * 100.000,"Der Indikator zeigt die Dichte von öffentlich zugänglichen Ladepunkten für Elektrofahrzeuge bezogen auf die Einwohner an. Eine Ladesäule verfügt in der Regel über mindestens zwei parallel verfügbare Ladepunkte. Es werden hier sowohl Normal- als auch Schnellladepunkte betrachtet. Ländliche Regionen verfügen in der Regel über weniger öffentliche Ladepunkte, da Elektrofahrzeuge hier leichter im privaten Umfeld geladen werden können. Die Zahlen werden von der Bundesnetzagentur im Rahmen der Ladesäulenverordnung (LSV §5) gemeldeten Daten zur öffentlich zugänglichen Ladeinfrastruktur für elektrisch betriebene Fahrzeuge in Deutschland veröffentlicht. Um die Einhaltung der technischen Mindestanforderungen der öffentlich zugänglichen Ladepunkte gemäß der Ladesäulenverordnung (LSV) überprüfen zu können, sind die Betreiberinnen und Betreiber zur Anzeige ihrer öffentlich zugänglichen Ladeinfrastruktur bei der Bundesnetzagentur verpflichtet. Meldepflichtig sind alle öffentlich zugänglichen Ladepunkte mit über 3,7 kW Ladeleistung, die seit dem Inkrafttreten der Verordnung am 17. März 2016 in Betrieb genommen wurden. Schnellladepunkte mit mehr als 22 kW Ladeleistung sind vollständig erfasst. Angaben zu älteren Normalladepunkte und Ladepunkten bis 3,7 kW Ladeleistung basieren auf freiwilligen Meldungen der Betreiber. In den Datenauswertungen sind auch Ladepunkte derjenigen Betreiber öffentlich zugänglicher Ladepunkte enthalten, die einer Veröffentlichung im Ladesäulenregister nicht zugestimmt haben. Ein Ladepunkt ist öffentlich zugänglich, wenn der zum Ladepunkt gehörende Parkplatz von einem unbestimmten oder nur nach allgemeinen Merkmalen bestimmbaren Personenkreis tatsächlich befahren werden kann, es sei denn, der Betreiber hat am Ladepunkt oder in unmittelbarer räumlicher Nähe zum Ladepunkt durch eine deutlich sichtbare Kennzeichnung oder Beschilderung die Nutzung auf einen individuell bestimmten Personenkreis beschränkt. Werte zu den Ladepunkten jeweils zum Stichtag 01.01. eines Jahres!. Einwohnerdaten zum Stichtag 31.12. des jeweiligen Vorjahres.",Bundesnetzagentur/Ladesäulenverordnung (LSV),,x,,2017-2021
13209,17970,Ladepunkte je 100 Elektrofahrzeuge (BEV),Öffentlich zugängliche Ladepunkte je 100 Elektrofahrzeuge (BEV),Öffentliche Ladepunkte <Zeitpunkt> / Elektrofahrzeuge (BEV) <Zeitpunkt> * 100.000,"Der Indikator zeigt die Dichte von öffentlich zugänglichen Ladepunkten für Elektrofahrzeuge bezogen auf vorhandene Elektrofahrzeuge an. Eine Ladesäule verfügt in der Regel über mindestens zwei parallel verfügbare Ladepunkte. Es werden hier sowohl Normal- als auch Schnellladepunkte betrachtet. Ländliche Regionen verfügen in der Regel über weniger öffentliche Ladepunkte, da Elektrofahrzeuge hier leichter im privaten Umfeld geladen werden können. Die Zahlen werden von der Bundesnetzagentur im Rahmen der Ladesäulenverordnung (LSV §5) gemeldeten Daten zur öffentlich zugänglichen Ladeinfrastruktur für elektrisch betriebene Fahrzeuge in Deutschland veröffentlicht. Um die Einhaltung der technischen Mindestanforderungen der öffentlich zugänglichen Ladepunkte gemäß der Ladesäulenverordnung (LSV) überprüfen zu können, sind die Betreiberinnen und Betreiber zur Anzeige ihrer öffentlich zugänglichen Ladeinfrastruktur bei der Bundesnetzagentur verpflichtet. Meldepflichtig sind alle öffentlich zugänglichen Ladepunkte mit über 3,7 kW Ladeleistung, die seit dem Inkrafttreten der Verordnung am 17. März 2016 in Betrieb genommen wurden. Schnellladepunkte mit mehr als 22 kW Ladeleistung sind vollständig erfasst. Angaben zu älteren Normalladepunkte und Ladepunkten bis 3,7 kW Ladeleistung basieren auf freiwilligen Meldungen der Betreiber. In den Datenauswertungen sind auch Ladepunkte derjenigen Betreiber öffentlich zugänglicher Ladepunkte enthalten, die einer Veröffentlichung im Ladesäulenregister nicht zugestimmt haben. Ein Ladepunkt ist öffentlich zugänglich, wenn der zum Ladepunkt gehörende Parkplatz von einem unbestimmten oder nur nach allgemeinen Merkmalen bestimmbaren Personenkreis tatsächlich befahren werden kann, es sei denn, der Betreiber hat am Ladepunkt oder in unmittelbarer räumlicher Nähe zum Ladepunkt durch eine deutlich sichtbare Kennzeichnung oder Beschilderung die Nutzung auf einen individuell bestimmten Personenkreis beschränkt. Werte jeweils zum Stichtag 01.01. eines Jahres.",Bundesnetzagentur/Ladesäulenverordnung (LSV),,x,,2017-2021
13210,16567,Straßenverkehrsunfälle,Straßenverkehrsunfälle insgesamt je 100.000 Einwohner,Straßenverkehrsunfälle <Zeitpunkt> / E <Zeitpunkt> x 100.000,"Nachgewiesen werden die von der Polizei erfassten Unfälle, bei denen in Folge des Fahrverkehrs auf öffentlichen Wegen und Plätzen Personen getötet oder verletzt wurden bzw. Sachschaden entstanden ist. Zu den Unfällen mit Sachschaden zählen schwerwiegende Unfälle mit Sachschaden im engeren Sinne, bei denen ein Straftatbestand oder eine Ordnungswidrigkeit (Bußgeld) vorlag und gleichzeitig mindestens ein Kfz auf Grund eines Unfallschadens von der Unfallstelle abgeschleppt werden musste, sowie sonstige Sachschadensunfälle unter dem Einfluss berauschender Mittel. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik der Straßenverkehrsunfälle des Bundes und der Länder,,x,,1995-2020
13211,16586,Verunglückte im Straßenverkehr,Verunglückte im Straßenverkehr je 100.000 Einwohner,Verunglückte im Straßenverkehr <Zeitpunkt> / E <Zeitpunkt> x 100.000,"Verunglückte sind Personen, die bei Unfällen infolge des Fahrverkehrs auf öffentlichen Wegen und Plätzen getötet oder verletzt wurden. Bei der Bevölkerung ist zu beachten, dass sich die Zahlen vor 2011 auf die Fortschreibung auf Basis der Volkszählung 1987 (BRD) und 1981 (DDR) und ab 2011 auf die Fortschreibung auf Basis des Zensus 2011 beziehen.",Statistik der Straßenverkehrsunfälle des Bundes und der Länder,,x,,1995-2020
