,category_de,name_de,algorithmus,description,statistical_basis,category_nl,name_nl,algorithmus_nl,description_nl,statistical_basis_nl
10,Absolutzahlen,Erwerbstätige,,"Es handelt sich um die Zahl der Erwerbstätigen in 1.000 Personen als Jahresdurchschnittswerte des jeweiligen Jahres. Als Erwerbstätige gelten alle Personen, die eine Erwerbstätigkeit ausüben, unabhängig vom Umfang der tatsächlichen Arbeitszeit. Die Erhebung erfolgt nach dem Personenkonzept, d. h. eine Person mit mehreren Tätigkeiten nur einmal in der Erwerbstätigenrechnung gezählt wird. Dabei wird die Verwaltung von Privatvermögen (z. B. Immobilien, Geldvermögen, Wertpapiere) nicht als Erwerbstätigkeit gezählt. Die Angabe in  1.000 Personen erfolgt aus Datenschutzgründen. ",Arbeitskreis Erwerbstätigenrechnung der Länder,Absoluut aantal,Werkzame personen,,"Het gaat om het aantal werkzame personen in 1.000 personen als jaargemiddelde van elk jaar; als werknemer worden alle personen beschouwd die een beroepsactiviteit uitoefenen, ongeacht de omvang van de werkelijke arbeidstijd. De enquête wordt uitgevoerd volgens het begrip persoon, d.w.z. één persoon met meerdere werkzaamheden slechts eenmaal in de arbeidsverhouding wordt geteld, waarbij het beheer van particuliere activa (bijvoorbeeld onroerend goed, geld, effecten) niet als activiteit wordt beschouwd. De vermelding in 1.000 personen geschiedt om redenen van gegevensbescherming.",Werkgroep Arbeidskrachtenrekeningen van de landen
11,Arbeitslosigkeit,Arbeitslosenquote,Arbeitslose <Zeitpunkt> / alle zivile Erwerbspersonen <Zeitpunkt> x 100,"Die Arbeitslosenquote zeigt die relative Unterauslastung des Arbeitskräfteangebots an. Sie ist ein zentrales Maß für einen unausgeglichenen regionalen Arbeitsmarkt. Die Arbeitslosenquote in ihrer zeitlichen Entwicklung zeigt allerdings nur bedingt Strukturprobleme auf dem regionalen Arbeitsmarkt an!. hierzu sind weitere Informationen des Arbeitsmarktes erforderlich. Die Zusammenlegung von Arbeitslosen- und Sozialhilfeleistung im Zuge der Arbeitsmarkreformen 2005 hat zunächst zum Anstieg der Arbeitslosenquote beigetragen. Der anschließende Rückgang ist dann eher auf eine verlangsamte Produktivitätsentwicklung, die Zunahme atypischer Beschäftigungsverhältnisse, die Verteilung des Arbeitsvolumens auf mehr Köpfe sowie auf sinkende Arbeitskraftreserven zurückzuführen. Für die Bezugsgröße (Nenner) gibt es unterschiedliche Varianten!. hier werden alle zivilen Erwerbspersonen als Bezugsgröße gewählt. Zivile Erwerbspersonen umfassen die zivilen Erwerbstätigen und Arbeitslose. Regional werden zivile Erwerbspersonen bei kleinen Einheiten unter 1.000 Personen gar nicht und bei Einheiten zwischen 1.000 und 15.000 Personen nach Ermessen ausgewiesen. Daher berechnet die BA für die Ebene der Gemeinden keine Arbeitslosenquote. Auf Ebene der Gemeinden schätzt das BBSR die zivilen Erwerbspersonen anhand der kreisweisen Erwerbsbeteiligung und der gemeindlichen Angaben zur Bevölkerung im Alter von 15 bis unter 65 Jahren und berechnet auf dieser Basis eine Arbeitslosenquote für die Gemeindeverbände. Letztere stellen daher nur eine grobe Schätzung dar und spiegeln nicht zwangsläufig die echte Arbeitslosenquote für den Gemeindeverband wider.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Werkloosheid,Werklozen <Tijdpunt> / alle civiele beroepsbevolking <Tijdpunt> x 100,"De werkloosheidscijfers van 15 tot minder dan 65 jaar wijzen op de relatieve onderbesteding van het arbeidsaanbod en zijn een centrale maatstaf voor een onevenwichtige regionale arbeidsmarkt. De werkloosheid in de loop van de tijd vertoont echter slechts enkele structurele problemen op de regionale arbeidsmarkt!. Hiervoor is meer informatie op de arbeidsmarkt nodig. De combinatie van werkloosheids- en bijstandsuitkeringen in het kader van de hervorming van de arbeidsmarkt in 2005 heeft in eerste instantie bijgedragen tot de stijging van de werkloosheid. De daaropvolgende daling is dan ook eerder toe te schrijven aan een vertraging van de productiviteitsontwikkeling, de toename van atypische arbeidsverhoudingen, de verdeling van het arbeidsvolume over meer hoofden en de daling van de arbeidsreserve. Voor de referentieomvang (Nenner) zijn er verschillende varianten. Hier worden alle civiele beroepsbevolkingen gekozen als referentie. De civiele beroepsbevolking omvat de civiele beroepsbevolking en de werklozen.",Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
12,Arbeitslosigkeit,Langzeitarbeitslose,"Arbeitslose, 1 Jahr und länger arbeitslos, <Zeitpunkt> / Arbeitslose <Zeitpunkt> x 100","Als langzeitarbeitslos gelten solche Arbeitslose, die ein Jahr und länger bei den Agenturen für Arbeit oder bei den Trägern für Grundsicherung für Arbeitsuchende nach dem SGB II arbeitslos gemeldet waren. Ein hoher Anteil an Langzeitarbeitslosen ist Ausdruck einer ökonomischen Strukturschwäche, die sich in besonderem Maße auf die finanzielle, soziale und gesundheitliche Situation der Betroffenen und ihrer Angehörigen auswirkt und auch die finanzielle Situation der Kommune beeinträchtigen kann. Darüber hinaus kann sich verstärkt auftretende Langzeitarbeitslosigkeit auf den sozialen Zusammenhalt und die allgemeine Lebensqualität einer Kommune niederschlagen und Abwanderungsprozesse in Gang setzen. Neben der allgemeinen Wirtschaftslage haben besonders die regionalspezifischen ökonomischen Strukturen (von ökonomischen Strukturumbrüchen) Einfluss auf die Zahl der Langzeitarbeitslosen vor Ort. Auch die allgemeine geographische Lage (zentral oder peripher gelegene Kommune) und die demographische Situation sind wichtige Rahmenbedingungen, die auf diesen Indikator wirken. Es ergeben sich leichte  Abweichungen zu den im ""Wegweiser Kommune""/SDG-Portal veröffentlichten Werte durch den unterschiedlichen Umgang mit Gebietsstandsänderungen und Geheimhaltungsfällen.",Statistik der Bundesagentur für Arbeit,Werkloosheid,Langdurig werklozen,"Werklozen, 1 jaar en langer werkloos, <tijdpunt> / Werklozen <tijdpunt> x 100","Als langdurig werklozen worden beschouwd werklozen die een jaar of langer werkloos zijn geweest bij de agentschappen voor arbeid of bij de organen voor basiszorg voor werkzoekenden na het SGB II. Een groot aantal langdurig werklozen is een uiting van een economische structurele zwakte die in het bijzonder van invloed is op de financiële, sociale en gezondheidssituatie van de betrokkenen en op de financiële situatie van de gemeenschap. Bovendien kan een toename van de langdurige werkloosheid de sociale samenhang en de algemene kwaliteit van het bestaan van een gemeente beïnvloeden en de migratieprocessen op gang brengen. Naast de algemene economische situatie hebben met name de regionale economische structuren (van economische structurele veranderingen) invloed op het aantal langdurig werklozen ter plaatse. Ook de algemene geografische ligging (centraal of perifer gelegen gemeenten) en de demografische situatie zijn belangrijke randvoorwaarden die op deze indicator van invloed zijn. Er zijn lichte afwijkingen van de waarden die in het ""wegwijzer commune""/SDG-portaal worden gepubliceerd door de uiteenlopende omgang met veranderingen in het gebied en de vertrouwelijkheid.",Statistieken van het Federaal Agentschap voor de Arbeid
13,Arbeitslosigkeit,Arbeitslosenquote Frauen,Arbeitslose Frauen <Zeitpunkt> / weibliche zivile Erwerbspersonen <Zeitpunkt> x 100,"Die Arbeitslosenquote der Frauen zeigt die relative Unterauslastung des Arbeitskräfteangebots von Frauen an. Für die Bezugsgröße (Nenner) gibt es unterschiedliche Varianten!. hier werden die weiblichen zivilen Erwerbspersonen als Bezugsgröße gewählt. Weibliche zivile Erwerbspersonen umfassen die weiblichen zivilen Erwerbstätigen und weibliche Arbeitslose. Daten zu den zivilen Erwerbspersonen nach Geschlecht werden seitens der BA erst ab 2008 zur Verfügung gestellt. Bei der Interpretation der Arbeitslosenquote der Frauen nach den Arbeitsmarktreformen 2005 ist zu berücksichtigen, die Zunahme atypischer Beschäftigungsverhältnisse (geringfügige Beschäftigung, Teilzeit unter 20 Stunden pro Woche) stärker relevant sind als bei Männern und daher nicht hinreichend die Unterauslastung des Arbeitskräfteangebotes widerspiegelt.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Werkloosheidspercentage Vrouwen,Werklozen Vrouwen <Tijdpunt> / vrouwelijke civiele beroepsbevolking <Tijdpunt> x 100,"Het werkloosheidscijfer van vrouwen geeft de relatieve onderbesteding van het arbeidsaanbod van vrouwen aan. Voor de referentiegrootte (nomen) zijn er verschillende varianten!. Hier worden de vrouwelijke civiele beroepsbevolkingen als referentie gekozen. Vrouwelijke civiele beroepsbevolking omvat de vrouwelijke civiele en vrouwelijke werklozen. Gegevens over de civiele beroepsbevolking naar geslacht worden pas vanaf 2008 door de BA verstrekt. Bij de interpretatie van het werkloosheidspercentage van vrouwen na de hervorming van de arbeidsmarkt in 2005 moet rekening worden gehouden met de toename van atypische arbeidsverhoudingen (lage werkgelegenheid, deeltijds minder dan 20 uur per week) die meer relevant is dan bij mannen en dus niet voldoende de onderbesteding van het arbeidsaanbod weerspiegelt.",Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
14,Arbeitslosigkeit,Arbeitslosenquote Männer,Arbeitslose Männer <Zeitpunkt> / männliche zivile Erwerbspersonen <Zeitpunkt> x 100,Die Arbeitslosenquote der Männer zeigt die relative Unterauslastung des Arbeitskräfteangebots von Männer an. Für die Bezugsgröße (Nenner) gibt es unterschiedliche Varianten!. hier werden die männlichen zivilen Erwerbspersonen als Bezugsgröße gewählt. Männliche zivile Erwerbspersonen umfassen die männlichen zivilen Erwerbstätigen und männliche Arbeitslose. Daten zu den zivilen Erwerbspersonen nach Geschlecht werden seitens der BA erst ab 2008 zur Verfügung gestellt.,Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Werkloosheidspercentage mannen,Werklozen Mannen <Tijdpunt> / Mannelijke civiele beroepsbevolking <Tijdpunt> x 100,Het werkloosheidspercentage van mannen geeft de relatieve onderbesteding aan van het arbeidsaanbod van mannen. Voor de referentie (nomen) zijn er verschillende varianten!. Hier worden de mannelijke civiele beroepsbevolking als referentie gekozen. Mannelijke civiele beroepsbevolking omvat de mannelijke civiele beroepsbevolking en de mannelijke werklozen. Gegevens over de civiele beroepsbevolking naar geslacht worden pas vanaf 2008 door de BA verstrekt.,Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
15,Arbeitslosigkeit,Arbeitslose Frauen,Arbeitslose Frauen <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit betroffenen Frauen gegenüber der von Männern. Zwar haben sich die Unterschiede zwischen den Geschlechtern verringert, doch sind  –absolut und relativ –Frauen seltener als Männer erwerbstätig. Frauen sind nicht ganz entsprechend ihrem Anteil an den Arbeitslosen und ihrer relativen Betroffenheit von Arbeitslosigkeit an der Förderung durch arbeitsmarktpolitische Maßnahmen beteiligt.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Werklozen Vrouwen,Werklozen Vrouwen <Tijdpunt> / Totaal werklozen <Tijdpunt> x 100,"Hoewel de verschillen tussen mannen en vrouwen kleiner zijn geworden, is het percentage vrouwen dat door werkloosheid wordt getroffen kleiner dan dat van mannen, maar het percentage vrouwen dat minder werkt, is kleiner dan dat van mannen en vrouwen, terwijl het aandeel van vrouwen in de werkloosheid en het relatieve aandeel van de werkloosheid in het arbeidsmarktbeleid minder groot is.",Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
16,Arbeitslosigkeit,Arbeitslose Männer,Arbeitslose Männer <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit betroffenen Männer gegenüber der von Frauen. Männer haben ein höheres Risiko, ihre Beschäftigung zu verlieren und arbeitslos zu werden, aber auch bessere Chancen, Arbeitslosigkeit durch Aufnahme einer Beschäftigung wieder zu überwinden. Das liegt auch daran, dass Männer öfter in konjunktur- bzw. saisonabhängigen Berufen arbeiten.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Werklozen Mannen,Werklozen Mannen <Tijdpunt> / Totaal werklozen <Tijdpunt> x 100,"Mannen lopen een groter risico om hun baan te verliezen en werkloos te worden, maar ook om meer kansen te krijgen om werkloosheid te overwinnen door een baan te nemen, ook omdat mannen vaker in conjunctuur- of seizoensgerelateerde beroepen werken.",Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
17,Arbeitslosigkeit,Ausländische Arbeitslose,Ausländische Arbeitslose <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit betroffenen ausländischen gegenüber deutschen Staatsbürgerinnen und -bürgern. Ausländische Areitslose sind Einwohner und Einwohnerinnen, die sich im Bundesgebiet aufhalten, ohne die deutsche Staatsbürgerschaft im Sinne von Artikel 116 Grundgesetz zu besitzen, und sich arbeitslos gemeldet haben. Der Anteil ausländischer Arbeitsloser ist abhängig von dem Niveau, in der Regionaleinheit lebender ausländischer Staatsbürgerinnen und -bürgern sowie ihrer Erwerbsbeteiligung. Für die Arbeitslosigkeitsentwicklung für ausländische Staatsbürger können auch Veränderungen auf der Arbeitskräftangebotsseite von Einfluss sein. Die Daten zur Arbeitslosigkeit dürften zudem von den Regelungen zur Arbeitnehmerfreizügigkeit für die EU-Beitrittsstaaten und durch die Flüchtlingsmigration beeinflusst sein.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Buitenlandse werklozen,Buitenlandse werklozen <Tijdpunt> / Totaal werklozen <Tijdpunt> x 100,"Buitenlandse arena's zijn inwoners van het federale grondgebied zonder het Duitse burgerschap in de zin van artikel 116 van de grondwet te bezitten en zonder werk te hebben. Het aandeel buitenlandse werklozen is afhankelijk van het niveau, de regionale eenheid van buitenlandse burgers en hun arbeidsparticipatie. Voor de ontwikkeling van de werkloosheid voor buitenlandse burgers kunnen ook veranderingen aan de aanbodzijde van het arbeidsaanbod van invloed zijn. De gegevens over de werkloosheid zouden bovendien beïnvloed moeten worden door de regelingen inzake het vrije verkeer van werknemers voor de kandidaat-lidstaten en door de migratie van vluchtelingen.",Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
18,Arbeitslosigkeit,Ausländische weibliche Arbeitslose,Ausländische weibliche Arbeitslose <Zeitpunkt> / weibliche Arbeitslose <Zeitpunkt> x 100,Anteil der von Arbeitslosigkeit betroffenen weiblichen ausländischen Staatsbürgerinnen gegenüber den weiblichen deutschen Staatsbürgerinnen. Der Anteil ist abhängig vom Niveau der ausländischen Staatsbürgerinnen im erwerbsfähigen Alter und ihrer Erwerbsbeteiligung. Die Erwerbsbeteiligung ausländischer Staatsbürgerinnen ist deutlich niedriger als die der deutschen Staatsbürgerinnen.,Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Buitenlandse vrouwelijke werklozen,Buitenlandse vrouwelijke werklozen < tijdstip> / vrouwelijke werklozen < tijdstip> x 100,"Het percentage vrouwelijke buitenlandse vrouwen dat door werkloosheid wordt getroffen ten opzichte van de vrouwelijke Duitse vrouwen, hangt af van het niveau van de vrouwelijke onderdanen in de werkende leeftijd en van hun arbeidsparticipatie. De arbeidsparticipatie van buitenlandse vrouwen is aanzienlijk lager dan die van de Duitse vrouwen.",Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
19,Arbeitslosigkeit,Ausländische männliche Arbeitslose,Ausländische männliche Arbeitslose <Zeitpunkt> / männliche Arbeitslose <Zeitpunkt> x 100,Anteil der von Arbeitslosigkeit betroffenen männlichen ausländischen Staatsbürgern gegenüber den männlichen deutschen Staatsbürgern. Der Anteil ist abhängig vom Niveau der ausländischen Staatsbürger im erwerbsfähigen Alter und ihrer Erwerbsbeteiligung. Die Erwerbsbeteiligung ausländischer Staatsbürger ist nur wenig niedriger als die der deutschen Staatsbürger.,Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Buitenlandse mannelijke werklozen,Buitenlandse mannelijke werklozen <tijdpunt> / mannelijke werklozen < tijdpunt> x 100,Het aandeel van de mannen in het buitenland dat door werkloosheid wordt getroffen ten opzichte van de mannelijke Duitse burgers hangt af van het niveau van de buitenlandse burgers in de werkende leeftijd en van hun arbeidsparticipatie.,Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
20,Arbeitslosigkeit,Arbeitslose ohne Ausbildung,Arbeitslose ohne Berufsausbildung <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen ohne Berufsausbildung gegenüber denen mit Berufsausbildung. Zur Berufsausbildung gehören betriebliche Ausbildung, schulische Ausbildung und Studium. Weiterbildungen fallen nicht unter diesen Begriff. Hat eine Person mehrere Berufsausbildungen, wird in den Statistiken in aller Regel die zuletzt abgeschlossene Berufsausbildung ausgewiesen. Beschäftigte ohne Berufsausbildung tragen ein hohes Risiko, den Arbeitsplatz zu verlieren und kein neues Arbeitsverhältnis aufnehmen zu können.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Werklozen zonder opleiding,Werklozen zonder beroepsopleiding <tijdpunt> / Totaal werklozen <tijdpunt> x 100,"Overwegende dat het aandeel van de werklozen zonder beroepsopleiding in vergelijking met die van de beroepsopleiding; dat de beroepsopleiding tot bedrijfsopleiding, schoolopleiding en studie behoort; dat dit begrip niet van toepassing is; dat, indien een persoon meer dan één beroepsopleiding heeft gevolgd, in de statistieken over het algemeen de meest recente beroepsopleiding wordt vermeld; dat werknemers zonder beroepsopleiding een groot risico lopen hun baan te verliezen en geen nieuwe arbeidsverhouding te kunnen aangaan;",Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
21,Arbeitslosigkeit,Arbeitslose mit Anforderungsniveau Experte,Arbeitslose Anforderungsniveau Experte <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Experte gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Experte führen hoch komplexe Tätigkeiten aus. Sie besitzen ein sehr hohes Kenntnis- und Fertigkeitsniveau, übernehmen Leitungs- und Führungsaufgaben. Voraussetzung sind eine mindestens vierjährige Hochschulausbildung oder entsprechende Berufserfahrung. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Experten, Spezialisten und Fachkräfte haben ein geringes Risiko, den Arbeitsplatz zu verlieren und kurzfristig kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Werklozen met een opleidingsniveau Expert,Werklozen Vereist niveau Expert <Tijdpunt> / Totaal werklozen <Tijdpunt> x 100,"Het aantal werklozen met een kwalificatie als expert ten opzichte van andere eisen. Het vereiste niveau wordt sinds 2010 ingedeeld volgens de classificatie van beroepen. Experts voeren zeer complexe activiteiten uit. Zij beschikken over een zeer hoog niveau van kennis en bekwaamheid, nemen leidinggevende en leidinggevende taken op zich. Voorwaarde is dat zij ten minste vier jaar universitaire opleiding of relevante beroepservaring hebben. De som van de percentages over alle vereiste niveaus is <100 %, omdat de categorie ""geen vermelding"" niet in de berekening is opgenomen. Deskundigen, specialisten en specialisten lopen een klein risico om hun baan te verliezen en op korte termijn geen nieuwe arbeidsverhouding te vinden.",Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
22,Arbeitslosigkeit,Arbeitslose mit Anforderungsniveau Spezialist,Arbeitslose Anforderungsniveau Spezialist <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Spezialist gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Spezialisten führen komplexe Spezialistentätigkeiten aus. Sie verfügen über Spezialkenntnisse und -Fertigkeiten und führen gehobene Fach- und Führungsaufgaben durch. Voraussetzungen sind Meister- oder Technikerausbildung oder ein gleichwertiger Fachschul- oder Hochschulabschluss. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Spezialisten, Experten und Fachkräfte haben ein geringes Risiko, den Arbeitsplatz zu verlieren und kurzfristig kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Werklozen met een vereisteniveau Specialist,Werklozen Vereist niveau Specialist <Tijdpunt> / Totaal werklozen <Tijdpunt> x 100,"Percentage van de werklozen met een kwalificatie als specialist ten opzichte van andere eisen. Het vereisteniveau wordt sinds 2010 ingedeeld volgens de classificatie van beroepen. Specialisten voeren complexe specialistenactiviteiten uit. Zij beschikken over specialistische kennis en vaardigheden en voeren geavanceerde vak- en managementtaken uit. Voorwaarde is dat zij een meester- of technicusopleiding of een gelijkwaardig beroepsonderwijs of -diploma hebben. De som van de percentages over alle vereiste niveaus is <100 %, omdat de categorie ""geen vermelding"" niet in de berekening is opgenomen. Specialisten, deskundigen en specialisten hebben een klein risico om hun baan te verliezen en op korte termijn geen nieuwe arbeidsverhouding te vinden.",Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
23,Arbeitslosigkeit,Arbeitslose mit Anforderungsniveau Fachkraft,Arbeitslose Anforderungsniveau Fachkraft <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Fachkraft gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Fachkräfte führen fachlich ausgerichtete Tätigkeiten aus. Sie besitzen fundierte Fachkenntnisse und Fertigkeiten!. Voraussetzung sind ein Abschluss einer mindestens zweijährigen Berufsausbildung oder vergleichbare Qualifikationen. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Fachkräfte, Experten und Spezialisten haben ein geringes Risiko, den Arbeitsplatz zu verlieren und kurzfristig kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Werklozen met een niveau van vakbekwaamheid,Werklozen Vereist niveau geschoolde werknemers < tijdsverschil> / totale werklozen < tijdsverschil> x 100,"Percentage van de werklozen met een kwalificatie als specialist ten opzichte van andere eisen. Het vereisteniveau wordt sinds 2010 ingedeeld volgens de classificatie van de beroepen. Specialisten voeren vakgerichte activiteiten uit. Zij beschikken over degelijke kennis en vaardigheden!. Voorwaarde is dat zij een beroepsopleiding van ten minste twee jaar of vergelijkbare kwalificaties hebben voltooid. De som van de percentages boven alle vereiste niveaus is < 100 %, omdat de categorie ""geen vermelding"" niet in de berekening is opgenomen. Professionals, deskundigen en specialisten lopen een klein risico om hun baan te verliezen en op korte termijn geen nieuwe arbeidsverhouding te vinden.",Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
24,Arbeitslosigkeit,Arbeitslose mit Anforderungsniveau Helfer,Arbeitslose Anforderungsniveau Helfer <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Helfer gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Helfer führen Helfer- und Anlerntätigkeiten aus, wozu einfache, wenig komplexe (Routine-)Tätigkeiten zählen. Hierfür ist kein formaler beruflicher Bildungsabschluss notwendig oder eine einjährige (geregelte) Berufsausbildung nachzuweisen. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Helfer haben, da häufig ohne Berufsabschluss, ein hohes Risiko, den Arbeitsplatz zu verlieren und langfristig auch kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Werklozen met een niveau van hulpbehoevendheid,Werklozen Behoefteniveau Hulpverleners <Tijdpunt> / Totaal werklozen <Tijdpunt> x 100,"Het aantal werklozen met een kwalificatie als helper ten opzichte van andere eisen. Het vereiste niveau wordt sinds 2010 ingedeeld volgens de classificatie van beroepen. Hulpverleners voeren activiteiten uit voor het aanleren van werknemers, met inbegrip van eenvoudige, weinig complexe (routine) activiteiten. Hiervoor is geen formele beroepsopleiding nodig of een éénjarige (gereglementeerde) beroepsopleiding aan te tonen. De som van de percentages over alle vereiste niveaus is <100 %, omdat de categorie ""geen vermelding"" niet in de berekening is opgenomen. Hulpverleners hebben vaak een hoog risico om hun baan te verliezen en op lange termijn geen nieuwe arbeidsverhouding te vinden.",Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
25,Arbeitslosigkeit,Anteil jüngere Arbeitslose,Arbeitslose < 25 Jahre / Arbeitslose x 100,"Anteil der von Arbeitslosigkeit betroffenen unter 25-Jährigen gegenüber anderen Altersgruppen. Arbeitslosigkeit beginnt frühestens mit Vollendung des 15. Lebensjahres. Der Anteil gibt an, wie schwer der Berufseintritt für die jüngeren Erwerbstätigen kurzfristig ist. Regionale Unterschiede lassen sich u.a. auch auf die Anteile an Quoten junger Menschen ohne hinreichende Schul- und Berufsausbildung erklären. ",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Werkloosheid,Percentage jongere werklozen,Werklozen < 25 jaar / werklozen x 100,Het percentage werklozen onder de 25-jarigen ten opzichte van andere leeftijdsgroepen begint op zijn vroegst met de leeftijd van 15 jaar en geeft aan hoe moeilijk het voor jongeren op korte termijn is om een baan te vinden. Regionale verschillen kunnen onder meer worden verklaard door het percentage jongeren dat geen voldoende onderwijs- en beroepsopleiding heeft genoten.,Arbeidsmarktstatistieken van het Bundes Agency für Arbeit (BA)
