,category_de,name_de,algorithmus_de,description_de,statistical_basis_de,category_en,name_en,algorithmus_en,description_en,statistical_basis_en
10,Absolutzahlen,Erwerbstätige,,"Es handelt sich um die Zahl der Erwerbstätigen in 1.000 Personen als Jahresdurchschnittswerte des jeweiligen Jahres. Als Erwerbstätige gelten alle Personen, die eine Erwerbstätigkeit ausüben, unabhängig vom Umfang der tatsächlichen Arbeitszeit. Die Erhebung erfolgt nach dem Personenkonzept, d. h. eine Person mit mehreren Tätigkeiten nur einmal in der Erwerbstätigenrechnung gezählt wird. Dabei wird die Verwaltung von Privatvermögen (z. B. Immobilien, Geldvermögen, Wertpapiere) nicht als Erwerbstätigkeit gezählt. Die Angabe in  1.000 Personen erfolgt aus Datenschutzgründen. ",Arbeitskreis Erwerbstätigenrechnung der Länder,Absolute numbers,Employment,,"It is the number of persons in employment in 1,000 persons as annual averages of the year in question. All persons in employment are considered to be employed regardless of the actual working time. The survey is based on the concept of persons, i.e. one person with several activities is counted only once in the employment account. The management of private assets (e.g. real estate, money assets, securities) is not counted as employment. The information in 1,000 persons is given for data protection reasons.",Working group on the employment accounts of the countries
11,Arbeitslosigkeit,Arbeitslosenquote,Arbeitslose <Zeitpunkt> / alle zivile Erwerbspersonen <Zeitpunkt> x 100,"Die Arbeitslosenquote zeigt die relative Unterauslastung des Arbeitskräfteangebots an. Sie ist ein zentrales Maß für einen unausgeglichenen regionalen Arbeitsmarkt. Die Arbeitslosenquote in ihrer zeitlichen Entwicklung zeigt allerdings nur bedingt Strukturprobleme auf dem regionalen Arbeitsmarkt an!. hierzu sind weitere Informationen des Arbeitsmarktes erforderlich. Die Zusammenlegung von Arbeitslosen- und Sozialhilfeleistung im Zuge der Arbeitsmarkreformen 2005 hat zunächst zum Anstieg der Arbeitslosenquote beigetragen. Der anschließende Rückgang ist dann eher auf eine verlangsamte Produktivitätsentwicklung, die Zunahme atypischer Beschäftigungsverhältnisse, die Verteilung des Arbeitsvolumens auf mehr Köpfe sowie auf sinkende Arbeitskraftreserven zurückzuführen. Für die Bezugsgröße (Nenner) gibt es unterschiedliche Varianten!. hier werden alle zivilen Erwerbspersonen als Bezugsgröße gewählt. Zivile Erwerbspersonen umfassen die zivilen Erwerbstätigen und Arbeitslose. Regional werden zivile Erwerbspersonen bei kleinen Einheiten unter 1.000 Personen gar nicht und bei Einheiten zwischen 1.000 und 15.000 Personen nach Ermessen ausgewiesen. Daher berechnet die BA für die Ebene der Gemeinden keine Arbeitslosenquote. Auf Ebene der Gemeinden schätzt das BBSR die zivilen Erwerbspersonen anhand der kreisweisen Erwerbsbeteiligung und der gemeindlichen Angaben zur Bevölkerung im Alter von 15 bis unter 65 Jahren und berechnet auf dieser Basis eine Arbeitslosenquote für die Gemeindeverbände. Letztere stellen daher nur eine grobe Schätzung dar und spiegeln nicht zwangsläufig die echte Arbeitslosenquote für den Gemeindeverband wider.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Unemployment rate,Unemployed < point of time> / all civilian working population < point of time> x 100,"The unemployment rate indicates the relative under-utilization of labour supply. It is a central measure of an unbalanced regional labour market. However, the unemployment rate in its temporal development shows only partly structural problems on the regional labour market!. Further information on the labour market is required. The aggregation of unemployment and social assistance benefits in the course of the labour market reforms in 2005 initially contributed to the increase of the unemployment rate. The subsequent decline is then rather due to a slowed productivity development, the increase in atypical employment relations, the distribution of the labour volume due to more heads and decreased labour force reserves. For the reference size (denominator) there are different variants!. Here all civilian labour force are chosen as reference size. Civilian labour force includes the civilian labour force and the unemployed. Regionally, civilian labour force are not shown at all in small units below 1,000 persons and for units between 1,000 and 15,000 persons at discretion. Therefore, the BA calculates no unemployment rate for the latter level of the municipalities. At the level of the municipalities, the BBSR estimates the civilian labour force on the basis of participation and the general population only calculated for the age of the community.",Labour market statistics of the Federal Employment Agency (BA)
12,Arbeitslosigkeit,Langzeitarbeitslose,"Arbeitslose, 1 Jahr und länger arbeitslos, <Zeitpunkt> / Arbeitslose <Zeitpunkt> x 100","Als langzeitarbeitslos gelten solche Arbeitslose, die ein Jahr und länger bei den Agenturen für Arbeit oder bei den Trägern für Grundsicherung für Arbeitsuchende nach dem SGB II arbeitslos gemeldet waren. Ein hoher Anteil an Langzeitarbeitslosen ist Ausdruck einer ökonomischen Strukturschwäche, die sich in besonderem Maße auf die finanzielle, soziale und gesundheitliche Situation der Betroffenen und ihrer Angehörigen auswirkt und auch die finanzielle Situation der Kommune beeinträchtigen kann. Darüber hinaus kann sich verstärkt auftretende Langzeitarbeitslosigkeit auf den sozialen Zusammenhalt und die allgemeine Lebensqualität einer Kommune niederschlagen und Abwanderungsprozesse in Gang setzen. Neben der allgemeinen Wirtschaftslage haben besonders die regionalspezifischen ökonomischen Strukturen (von ökonomischen Strukturumbrüchen) Einfluss auf die Zahl der Langzeitarbeitslosen vor Ort. Auch die allgemeine geographische Lage (zentral oder peripher gelegene Kommune) und die demographische Situation sind wichtige Rahmenbedingungen, die auf diesen Indikator wirken. Es ergeben sich leichte  Abweichungen zu den im ""Wegweiser Kommune""/SDG-Portal veröffentlichten Werte durch den unterschiedlichen Umgang mit Gebietsstandsänderungen und Geheimhaltungsfällen.",Statistik der Bundesagentur für Arbeit,Unemployment,Long-term unemployed,"Unemployed, 1 year and longer unemployed, < point of time> / Unemployed < point of time> x 100","Long-term unemployed persons who have been registered as unemployed for one year or longer with the employment agencies or with the basic security agencies for job seekers under the SGB II are considered to be unemployed. A high proportion of long-term unemployed persons is an expression of an economic structural weakness, which has a particular impact on the financial, social and health situation of the persons concerned and their families and can also affect the financial situation of the municipality. Moreover, increased long-term unemployment can be reflected in the social cohesion and the general quality of life of a municipality and trigger migration processes. In addition to the general economic situation, the regional economic structures (of economic structural upheavals) in particular have an influence on the number of long-term unemployed on the ground. The general geographical situation (centrally or peripherally located commune) and the demographic situation are also important conditions which affect this indicator.",Statistics of the Federal Employment Agency
13,Arbeitslosigkeit,Arbeitslosenquote Frauen,Arbeitslose Frauen <Zeitpunkt> / weibliche zivile Erwerbspersonen <Zeitpunkt> x 100,"Die Arbeitslosenquote der Frauen zeigt die relative Unterauslastung des Arbeitskräfteangebots von Frauen an. Für die Bezugsgröße (Nenner) gibt es unterschiedliche Varianten!. hier werden die weiblichen zivilen Erwerbspersonen als Bezugsgröße gewählt. Weibliche zivile Erwerbspersonen umfassen die weiblichen zivilen Erwerbstätigen und weibliche Arbeitslose. Daten zu den zivilen Erwerbspersonen nach Geschlecht werden seitens der BA erst ab 2008 zur Verfügung gestellt. Bei der Interpretation der Arbeitslosenquote der Frauen nach den Arbeitsmarktreformen 2005 ist zu berücksichtigen, die Zunahme atypischer Beschäftigungsverhältnisse (geringfügige Beschäftigung, Teilzeit unter 20 Stunden pro Woche) stärker relevant sind als bei Männern und daher nicht hinreichend die Unterauslastung des Arbeitskräfteangebotes widerspiegelt.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Unemployment rate women,Unemployed women < point of time> / female civilian labour force < point of time> x 100,"The unemployment rate of women indicates the relative under-utilisation of the labour supply of women. For the reference size (denominator) there are different variants!. Here the female civilian labour force is chosen as the reference size. Female civilian labour force includes the female civilian workers and female unemployed. Data on the civilian labour force by gender are not provided by the BA until 2008. When interpreting the unemployment rate of women after the labour market reforms in 2005, account should be taken of the increase in atypical employment (low-employment, part-time under 20 hours per week) is more relevant than for men and therefore does not adequately reflect the under-utilisation of labour supply.",Labour market statistics of the Federal Employment Agency (BA)
14,Arbeitslosigkeit,Arbeitslosenquote Männer,Arbeitslose Männer <Zeitpunkt> / männliche zivile Erwerbspersonen <Zeitpunkt> x 100,Die Arbeitslosenquote der Männer zeigt die relative Unterauslastung des Arbeitskräfteangebots von Männer an. Für die Bezugsgröße (Nenner) gibt es unterschiedliche Varianten!. hier werden die männlichen zivilen Erwerbspersonen als Bezugsgröße gewählt. Männliche zivile Erwerbspersonen umfassen die männlichen zivilen Erwerbstätigen und männliche Arbeitslose. Daten zu den zivilen Erwerbspersonen nach Geschlecht werden seitens der BA erst ab 2008 zur Verfügung gestellt.,Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Unemployment rate Males,Unemployed men < point of time> / male civilian labour force < point of time> x 100,The unemployment rate of men shows the relative underutilisation of the labour supply of men. For the reference size (denner) there are different variants!. Here the male civilian working population is chosen as the reference size. Male civilian working population includes the male civilian workers and male unemployed. Data on the civilian working population by gender are not made available by the BA until 2008.,Labour market statistics of the Federal Employment Agency (BA)
15,Arbeitslosigkeit,Arbeitslose Frauen,Arbeitslose Frauen <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit betroffenen Frauen gegenüber der von Männern. Zwar haben sich die Unterschiede zwischen den Geschlechtern verringert, doch sind  –absolut und relativ –Frauen seltener als Männer erwerbstätig. Frauen sind nicht ganz entsprechend ihrem Anteil an den Arbeitslosen und ihrer relativen Betroffenheit von Arbeitslosigkeit an der Förderung durch arbeitsmarktpolitische Maßnahmen beteiligt.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Unemployed women,Unemployed women < point of time> / Total unemployed < point of time> x 100,"Proportion of women affected by unemployment compared with men. Although gender differences have narrowed, –absolutely and relatively – women are less likely to work than men. Women are not fully involved in the promotion of labour market policies in line with their share of the unemployed and their relative concern about unemployment.",Labour market statistics of the Federal Employment Agency (BA)
16,Arbeitslosigkeit,Arbeitslose Männer,Arbeitslose Männer <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit betroffenen Männer gegenüber der von Frauen. Männer haben ein höheres Risiko, ihre Beschäftigung zu verlieren und arbeitslos zu werden, aber auch bessere Chancen, Arbeitslosigkeit durch Aufnahme einer Beschäftigung wieder zu überwinden. Das liegt auch daran, dass Männer öfter in konjunktur- bzw. saisonabhängigen Berufen arbeiten.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Unemployed men,Unemployed men < point of time> / Total unemployed < point of time> x 100,"Proportion of men affected by unemployment compared with women. Men have a higher risk of losing their jobs and becoming unemployed, but also better chances of overcoming unemployment by taking up employment. This is also due to the fact that men work more often in economic and seasonal occupations.",Labour market statistics of the Federal Employment Agency (BA)
17,Arbeitslosigkeit,Ausländische Arbeitslose,Ausländische Arbeitslose <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit betroffenen ausländischen gegenüber deutschen Staatsbürgerinnen und -bürgern. Ausländische Areitslose sind Einwohner und Einwohnerinnen, die sich im Bundesgebiet aufhalten, ohne die deutsche Staatsbürgerschaft im Sinne von Artikel 116 Grundgesetz zu besitzen, und sich arbeitslos gemeldet haben. Der Anteil ausländischer Arbeitsloser ist abhängig von dem Niveau, in der Regionaleinheit lebender ausländischer Staatsbürgerinnen und -bürgern sowie ihrer Erwerbsbeteiligung. Für die Arbeitslosigkeitsentwicklung für ausländische Staatsbürger können auch Veränderungen auf der Arbeitskräftangebotsseite von Einfluss sein. Die Daten zur Arbeitslosigkeit dürften zudem von den Regelungen zur Arbeitnehmerfreizügigkeit für die EU-Beitrittsstaaten und durch die Flüchtlingsmigration beeinflusst sein.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Foreign unemployed,Foreign unemployed < point of time> / Total unemployed < point of time> x 100,"Share of foreign citizens affected by unemployment compared with German citizens. Foreign unemployed are residents and residents who reside in the Federal Republic without having German citizenship within the meaning of Article 116 of the Basic Law and who have registered as unemployed. The share of foreign unemployed depends on the level, the regional unit of living foreign citizens and their participation in the labour market. For the unemployment development for foreign citizens, changes in the labour supply side may also be influenced. The unemployment data should also be influenced by the regulations on the free movement of workers for the EU accession countries and by the migration of refugees.",Labour market statistics of the Federal Employment Agency (BA)
18,Arbeitslosigkeit,Ausländische weibliche Arbeitslose,Ausländische weibliche Arbeitslose <Zeitpunkt> / weibliche Arbeitslose <Zeitpunkt> x 100,Anteil der von Arbeitslosigkeit betroffenen weiblichen ausländischen Staatsbürgerinnen gegenüber den weiblichen deutschen Staatsbürgerinnen. Der Anteil ist abhängig vom Niveau der ausländischen Staatsbürgerinnen im erwerbsfähigen Alter und ihrer Erwerbsbeteiligung. Die Erwerbsbeteiligung ausländischer Staatsbürgerinnen ist deutlich niedriger als die der deutschen Staatsbürgerinnen.,Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Foreign female unemployed,Foreign female unemployed < point of time> / female unemployed < point of time> x 100,Proportion of female foreign nationals affected by unemployment compared with female German nationals. The proportion depends on the level of female foreign nationals of working age and their participation in the labour force. The participation of foreign nationals is significantly lower than that of German nationals.,Labour market statistics of the Federal Employment Agency (BA)
19,Arbeitslosigkeit,Ausländische männliche Arbeitslose,Ausländische männliche Arbeitslose <Zeitpunkt> / männliche Arbeitslose <Zeitpunkt> x 100,Anteil der von Arbeitslosigkeit betroffenen männlichen ausländischen Staatsbürgern gegenüber den männlichen deutschen Staatsbürgern. Der Anteil ist abhängig vom Niveau der ausländischen Staatsbürger im erwerbsfähigen Alter und ihrer Erwerbsbeteiligung. Die Erwerbsbeteiligung ausländischer Staatsbürger ist nur wenig niedriger als die der deutschen Staatsbürger.,Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Foreign male unemployed,Foreign male unemployed < point of time> / male unemployed < point of time> x 100,Proportion of male foreign citizens affected by unemployment compared with male German citizens. The proportion depends on the level of foreign citizens of working age and their participation in the labour force. The participation of foreign citizens is only slightly lower than that of German citizens.,Labour market statistics of the Federal Employment Agency (BA)
20,Arbeitslosigkeit,Arbeitslose ohne Ausbildung,Arbeitslose ohne Berufsausbildung <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen ohne Berufsausbildung gegenüber denen mit Berufsausbildung. Zur Berufsausbildung gehören betriebliche Ausbildung, schulische Ausbildung und Studium. Weiterbildungen fallen nicht unter diesen Begriff. Hat eine Person mehrere Berufsausbildungen, wird in den Statistiken in aller Regel die zuletzt abgeschlossene Berufsausbildung ausgewiesen. Beschäftigte ohne Berufsausbildung tragen ein hohes Risiko, den Arbeitsplatz zu verlieren und kein neues Arbeitsverhältnis aufnehmen zu können.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Unemployed without training,Unemployed persons without vocational training < point of time> / Total unemployed < point of time> x 100,"Proportion of those affected by unemployment without vocational training compared with those with vocational training. Vocational training includes in-company training, school training and studies. Continuing training is not covered by this term. If a person has several vocational trainings, the statistics generally state the most recent vocational training. Employees without vocational training bear a high risk of losing their job and not being able to take up a new job.",Labour market statistics of the Federal Employment Agency (BA)
21,Arbeitslosigkeit,Arbeitslose mit Anforderungsniveau Experte,Arbeitslose Anforderungsniveau Experte <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Experte gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Experte führen hoch komplexe Tätigkeiten aus. Sie besitzen ein sehr hohes Kenntnis- und Fertigkeitsniveau, übernehmen Leitungs- und Führungsaufgaben. Voraussetzung sind eine mindestens vierjährige Hochschulausbildung oder entsprechende Berufserfahrung. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Experten, Spezialisten und Fachkräfte haben ein geringes Risiko, den Arbeitsplatz zu verlieren und kurzfristig kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Unemployed with a requirement level Expert,Unemployed Requirement level Expert <Time point> / Total unemployed <Time point> x 100,"Proportion of those affected by unemployment with an expert rating compared to those of other requirements. The level of requirements has been grouped according to the classification of occupations since 2010. Experts perform highly complex activities. They possess a very high level of knowledge and competence, assume management and management tasks. Prerequisites are at least four years of university education or corresponding professional experience. The sum of the shares above all requirements levels is < 100%, because the category ""no indication"" is not included in the calculation. Experts, specialists and specialists have a low risk of losing the job and not finding a new job in the short term.",Labour market statistics of the Federal Employment Agency (BA)
22,Arbeitslosigkeit,Arbeitslose mit Anforderungsniveau Spezialist,Arbeitslose Anforderungsniveau Spezialist <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Spezialist gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Spezialisten führen komplexe Spezialistentätigkeiten aus. Sie verfügen über Spezialkenntnisse und -Fertigkeiten und führen gehobene Fach- und Führungsaufgaben durch. Voraussetzungen sind Meister- oder Technikerausbildung oder ein gleichwertiger Fachschul- oder Hochschulabschluss. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Spezialisten, Experten und Fachkräfte haben ein geringes Risiko, den Arbeitsplatz zu verlieren und kurzfristig kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Unemployed with a level of qualification Specialist,Unemployed Requirement level Specialist <Time > / Total Unemployed <Time > x 100,"Proportion of those affected by unemployment with a qualification as a specialist compared to those of other requirements. The level of requirements has been grouped according to the classification of occupations since 2010. Specialists perform complex specialist activities. They have special knowledge and skills and carry out senior technical and management tasks. Prerequisites are master or technician training or an equivalent technical or university degree. The sum of the shares above all requirements levels is < 100% because the category ""no indication"" is not included in the calculation. Specialists, experts and specialists have a low risk of losing their jobs and not finding a new job in the short term.",Labour market statistics of the Federal Employment Agency (BA)
23,Arbeitslosigkeit,Arbeitslose mit Anforderungsniveau Fachkraft,Arbeitslose Anforderungsniveau Fachkraft <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Fachkraft gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Fachkräfte führen fachlich ausgerichtete Tätigkeiten aus. Sie besitzen fundierte Fachkenntnisse und Fertigkeiten!. Voraussetzung sind ein Abschluss einer mindestens zweijährigen Berufsausbildung oder vergleichbare Qualifikationen. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Fachkräfte, Experten und Spezialisten haben ein geringes Risiko, den Arbeitsplatz zu verlieren und kurzfristig kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Unemployed with a qualification level Specialist,Unemployed Requirement level Specialist < point of time> / Total unemployed < point of time> x 100,"Proportion of those affected by unemployment with a qualification as a specialist compared to those of other requirements. The level of requirements has been grouped according to the classification of occupations since 2010. Specialists carry out professionally oriented activities. They have sound knowledge and skills!. The prerequisite is a completion of at least two years' vocational training or comparable qualifications. The sum of the shares above all requirements levels is < 100% because the category ""no indication"" is not included in the calculation. Specialists, experts and specialists have a low risk of losing the job and not finding a new job in the short term.",Labour market statistics of the Federal Employment Agency (BA)
24,Arbeitslosigkeit,Arbeitslose mit Anforderungsniveau Helfer,Arbeitslose Anforderungsniveau Helfer <Zeitpunkt> / Arbeitslose insgesamt <Zeitpunkt> x 100,"Anteil der von Arbeitslosigkeit Betroffenen mit einer Einstufung als Helfer gegenüber denen anderer Anforderungsniveaus. Das Anforderungsniveau wird seit 2010  nach Klassifikation der Berufe gruppiert. Helfer führen Helfer- und Anlerntätigkeiten aus, wozu einfache, wenig komplexe (Routine-)Tätigkeiten zählen. Hierfür ist kein formaler beruflicher Bildungsabschluss notwendig oder eine einjährige (geregelte) Berufsausbildung nachzuweisen. Die Summe der Anteile über alle Anforderungsniveaus ist  <100 %, weil die Kategorie ""keine Angabe"" nicht in die Berechnung einbezogen ist. Helfer haben, da häufig ohne Berufsabschluss, ein hohes Risiko, den Arbeitsplatz zu verlieren und langfristig auch kein neues Arbeitsverhältnis zu finden.",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Unemployed with a requirement level Helpers,Unemployed Requirement level Helpers <Timepoint> / Total Unemployed <Timepoint> x 100,"The level of requirements has been grouped since 2010 according to the classification of occupations. Helpers carry out help and training activities, which include simple, little complex (routine) activities. For this purpose, no formal vocational education or training qualification is necessary or a one-year (regulated) vocational training is proven. The sum of the shares above all requirements is < 100%, because the category ""no indication"" is not included in the calculation. Helpers often have a high risk of losing the job and in the long term also no new employment relationship.",Labour market statistics of the Federal Employment Agency (BA)
25,Arbeitslosigkeit,Anteil jüngere Arbeitslose,Arbeitslose < 25 Jahre / Arbeitslose x 100,"Anteil der von Arbeitslosigkeit betroffenen unter 25-Jährigen gegenüber anderen Altersgruppen. Arbeitslosigkeit beginnt frühestens mit Vollendung des 15. Lebensjahres. Der Anteil gibt an, wie schwer der Berufseintritt für die jüngeren Erwerbstätigen kurzfristig ist. Regionale Unterschiede lassen sich u.a. auch auf die Anteile an Quoten junger Menschen ohne hinreichende Schul- und Berufsausbildung erklären. ",Arbeitsmarktstatistik  der Bundesagentur für Arbeit (BA),Unemployment,Proportion of younger unemployed,Unemployed < 25 years / Unemployed x 100,The proportion of unemployed under 25 years of age compared with other age groups. Unemployment begins at the earliest at the age of 15. The proportion indicates how difficult it is for younger workers to enter the labour market in the short term. Regional differences can also be explained by the proportion of young people without adequate education and vocational training.,Labour market statistics of the Federal Employment Agency (BA)
