Bereich,ID,Indikator,Raumbezug,Kennziffer,Name,Zeitbezug,Wert
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2000,2373.44
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2001,2440.84
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2002,2494.34
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2003,2542.98
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2004,2596.37
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2005,2634.16
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2006,2689.09
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2007,2742.39
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2008,2802.87
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2009,2800.97
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2010,2914.08
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2011,3006.43
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2012,3023.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2013,3066.58
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2014,3143.34
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2015,3249.29
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2016,3312.02
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2017,3375.11
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2018,3469.58
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2019,3552.74
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),21,kreisfreie Großstadt (Ost),2020,3523.97
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2000,1660.3
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2001,1702.81
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2002,1748.0
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2003,1786.16
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2004,1836.4
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2005,1853.39
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2006,1898.32
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2007,1948.31
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2008,2028.4
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2009,2037.52
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2010,2139.47
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2011,2237.89
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2012,2284.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2013,2369.66
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2014,2471.0
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2015,2549.71
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2016,2632.85
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2017,2691.05
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2018,2741.62
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2019,2837.27
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),22,Städtischer Kreis (Ost),2020,2773.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2000,1762.96
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2001,1806.23
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2002,1848.21
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2003,1888.44
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2004,1931.08
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2005,1971.48
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2006,2020.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2007,2090.09
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2008,2141.27
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2009,2141.7
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2010,2230.16
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2011,2311.72
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2012,2356.61
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2013,2394.65
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2014,2491.23
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2015,2579.44
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2016,2643.69
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2017,2715.32
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2018,2813.36
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2019,2898.14
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),23,Ländlicher Kreis mit Verdichtungsansätzen (Ost),2020,2887.36
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2000,1731.21
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2001,1777.3
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2002,1815.67
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2003,1852.04
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2004,1888.58
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2005,1931.41
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2006,1968.25
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2007,2020.44
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2008,2059.28
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2009,2077.45
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2010,2151.33
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2011,2230.52
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2012,2267.3
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2013,2318.15
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2014,2414.88
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2015,2500.06
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2016,2558.92
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2017,2630.14
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2018,2717.64
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2019,2789.51
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Kreistyp (West-Ost),24,Dünn besiedelter ländlicher Kreis (Ost),2020,2781.0
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2000,2802.48
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2001,2863.64
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2002,2917.73
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2003,2987.03
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2004,3056.78
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2005,3103.23
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2006,3178.28
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2007,3262.31
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2008,3344.62
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2009,3266.09
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2010,3403.31
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2011,3547.9
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2012,3628.74
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2013,3709.96
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2014,3799.91
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2015,3900.31
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2016,3978.05
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2017,4049.06
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2018,4140.83
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2019,4210.58
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,1,Städtische Regionen,2020,4094.95
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2000,2414.51
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2001,2479.66
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2002,2525.13
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2003,2584.27
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2004,2634.28
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2005,2665.39
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2006,2730.11
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2007,2795.13
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2008,2857.57
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2009,2806.06
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2010,2924.86
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2011,3044.91
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2012,3134.6
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2013,3233.48
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2014,3329.48
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2015,3414.95
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2016,3479.82
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2017,3544.1
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2018,3641.45
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2019,3703.62
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,2,Regionen mit Verstädterungsansätzen,2020,3623.95
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2000,2150.29
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2001,2208.24
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2002,2258.49
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2003,2319.84
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2004,2363.82
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2005,2403.13
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2006,2449.17
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2007,2514.63
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2008,2540.62
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2009,2498.2
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2010,2604.52
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2011,2709.49
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2012,2778.17
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2013,2831.6
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2014,2930.15
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2015,3016.96
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2016,3077.38
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2017,3153.52
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2018,3244.53
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2019,3318.24
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp,3,Ländliche Regionen,2020,3258.9
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp (Bundesländer),012,Region mit Verstädterungsansätzen (Schleswig-Holstein),2000,2537.4
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp (Bundesländer),012,Region mit Verstädterungsansätzen (Schleswig-Holstein),2001,2593.33
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp (Bundesländer),012,Region mit Verstädterungsansätzen (Schleswig-Holstein),2002,2636.32
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp (Bundesländer),012,Region mit Verstädterungsansätzen (Schleswig-Holstein),2003,2709.56
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp (Bundesländer),012,Region mit Verstädterungsansätzen (Schleswig-Holstein),2004,2744.92
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp (Bundesländer),012,Region mit Verstädterungsansätzen (Schleswig-Holstein),2005,2757.49
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp (Bundesländer),012,Region mit Verstädterungsansätzen (Schleswig-Holstein),2006,2806.36
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp (Bundesländer),012,Region mit Verstädterungsansätzen (Schleswig-Holstein),2007,2869.31
Privateinkommen und private Schulden,17479,Bruttoverdienst im Produzierenden Gewerbe,Siedlungsstruktureller Regionstyp (Bundesländer),012,Region mit Verstädterungsansätzen (Schleswig-Holstein),2008,2926.82
